Invoice_ID,Date,Product_Name,Category,Brand,Supplier,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Customer_Type,Employee,Stock_Remaining
INV00416,2025-04-18,Milk 1L,Dairy,Amul,Fresh Foods,2,65,7,123,93.9,29.1,UPI,Regular,Priya,10
INV00417,2025-01-28,Soap,Personal Care,Lux,Metro Distributors,1,40,25,15,11.33,3.67,Card,New,Sneha,97
INV00418,2025-07-06,Soap,Personal Care,Lux,ABC Suppliers,3,40,12,108,71.4,36.6,Cash,New,Priya,116
INV00419,2025-09-01,Bread,Bakery,Britannia,XYZ Traders,1,45,25,20,15.96,4.04,UPI,Regular,Anil,83
INV00420,2025-12-21,Soft Drink,Beverages,Coca-Cola,Fresh Foods,4,45,5,175,136.92,38.08,UPI,New,Priya,150
INV00421,2025-10-26,Rice 5kg,Grocery,India Gate,Metro Distributors,4,450,9,1791,1332.1,458.9,Card,Regular,Ravi,51
INV00422,2025-05-23,Biscuits,Snacks,Parle,Metro Distributors,1,30,3,27,20.4,6.6,Cash,New,Sneha,72
INV00423,2025-07-22,Toothpaste,Personal Care,Colgate,ABC Suppliers,5,110,8,542,377.0,165.0,Card,Regular,Priya,64
INV00424,2025-11-25,Sugar 1kg,Grocery,Madhur,Fresh Foods,5,55,40,235,179.04,55.96,UPI,Regular,Sneha,63
INV00425,2025-04-17,Toothpaste,Personal Care,Colgate,ABC Suppliers,4,110,29,411,292.45,118.55,Card,New,Anil,55
INV00426,2025-09-26,Biscuits,Snacks,Parle,XYZ Traders,4,30,25,95,66.37,28.63,Cash,New,Ravi,76
INV00427,2025-04-08,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,3,220,24,636,470.1,165.9,Card,Regular,Ravi,82
INV00428,2025-09-06,Milk 1L,Dairy,Amul,ABC Suppliers,5,65,8,317,231.06,85.94,UPI,New,Priya,39
INV00429,2025-03-21,Rice 5kg,Grocery,India Gate,Metro Distributors,2,450,37,863,565.92,297.08,Cash,Regular,Priya,149
INV00430,2025-11-25,Cooking Oil,Grocery,Fortune,Fresh Foods,1,180,14,166,110.06,55.94,Cash,New,Ravi,27
INV00431,2025-07-16,Bread,Bakery,Britannia,XYZ Traders,5,45,8,217,149.1,67.9,Card,Regular,Anil,121
INV00432,2025-08-21,Biscuits,Snacks,Parle,ABC Suppliers,4,30,24,96,75.53,20.47,Card,New,Priya,132
INV00433,2025-10-04,Cooking Oil,Grocery,Fortune,Fresh Foods,5,180,1,899,699.97,199.03,Card,Regular,Priya,41
INV00434,2025-01-28,Biscuits,Snacks,Parle,ABC Suppliers,3,30,8,82,63.25,18.75,UPI,New,Ravi,123
INV00435,2025-01-22,Shampoo,Personal Care,Clinic Plus,Metro Distributors,2,220,0,440,292.25,147.75,Card,New,Anil,90
INV00436,2025-10-01,Soft Drink,Beverages,Coca-Cola,Fresh Foods,2,45,3,87,61.48,25.52,Cash,New,Priya,10
INV00437,2025-03-12,Milk 1L,Dairy,Amul,Fresh Foods,3,65,37,158,113.24,44.76,UPI,New,Ravi,13
INV00438,2025-08-15,Toothpaste,Personal Care,Colgate,Fresh Foods,1,110,29,81,54.32,26.68,UPI,New,Priya,62
INV00439,2025-03-10,Cooking Oil,Grocery,Fortune,Fresh Foods,5,180,40,860,633.19,226.81,Card,Regular,Priya,75
INV00440,2025-02-14,Cooking Oil,Grocery,Fortune,Metro Distributors,1,180,28,152,111.43,40.57,UPI,New,Ravi,93
INV00441,2025-05-03,Bread,Bakery,Britannia,Fresh Foods,2,45,16,74,59.13,14.87,Card,Regular,Anil,64
INV00442,2025-06-04,Toothpaste,Personal Care,Colgate,ABC Suppliers,3,110,33,297,229.02,67.98,Card,Regular,Sneha,72
INV00443,2025-05-23,Biscuits,Snacks,Parle,XYZ Traders,3,30,31,59,39.44,19.56,Cash,Regular,Priya,6
INV00444,2025-04-15,Soap,Personal Care,Lux,Metro Distributors,3,40,26,94,63.2,30.8,UPI,Regular,Priya,46
INV00445,2025-04-13,Sugar 1kg,Grocery,Madhur,ABC Suppliers,5,55,20,255,194.65,60.35,Card,Regular,Anil,44
INV00446,2025-08-08,Shampoo,Personal Care,Clinic Plus,Fresh Foods,4,220,0,880,663.42,216.58,Cash,New,Anil,53
INV00447,2025-04-12,Soft Drink,Beverages,Coca-Cola,Fresh Foods,5,45,14,211,166.99,44.01,Cash,Regular,Ravi,9
INV00448,2025-06-21,Cooking Oil,Grocery,Fortune,Fresh Foods,2,180,12,348,272.63,75.37,Cash,Regular,Priya,113
INV00449,2025-12-13,Shampoo,Personal Care,Clinic Plus,Fresh Foods,3,220,0,660,456.29,203.71,UPI,New,Priya,25
INV00450,2025-10-07,Soft Drink,Beverages,Coca-Cola,Fresh Foods,2,45,11,79,55.77,23.23,UPI,Regular,Anil,11
INV00451,2025-01-04,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,5,220,24,1076,785.9,290.1,UPI,New,Anil,108
INV00452,2025-05-01,Bread,Bakery,Britannia,Fresh Foods,5,45,22,203,149.62,53.38,Cash,New,Anil,94
INV00453,2025-05-16,Toothpaste,Personal Care,Colgate,ABC Suppliers,4,110,14,426,308.31,117.69,Cash,Regular,Priya,102
INV00454,2025-08-04,Shampoo,Personal Care,Clinic Plus,XYZ Traders,1,220,36,184,125.96,58.04,UPI,New,Priya,148
INV00455,2025-06-26,Bread,Bakery,Britannia,Metro Distributors,4,45,11,169,122.6,46.4,Card,Regular,Sneha,111
INV00456,2025-11-27,Rice 5kg,Grocery,India Gate,XYZ Traders,3,450,21,1329,961.77,367.23,UPI,Regular,Priya,81
INV00457,2025-09-17,Biscuits,Snacks,Parle,Metro Distributors,5,30,40,110,75.36,34.64,Cash,New,Anil,134
INV00458,2025-11-04,Bread,Bakery,Britannia,XYZ Traders,5,45,19,206,160.5,45.5,Card,Regular,Priya,31
INV00459,2025-05-21,Toothpaste,Personal Care,Colgate,Fresh Foods,4,110,22,418,277.41,140.59,UPI,Regular,Sneha,78
INV00460,2025-10-12,Milk 1L,Dairy,Amul,XYZ Traders,4,65,30,230,181.15,48.85,Card,New,Sneha,140
INV00461,2025-01-08,Soft Drink,Beverages,Coca-Cola,Metro Distributors,1,45,12,33,23.16,9.84,Cash,New,Anil,147
INV00462,2025-12-24,Rice 5kg,Grocery,India Gate,XYZ Traders,5,450,7,2243,1785.3,457.7,Card,Regular,Ravi,14
INV00463,2025-02-05,Soft Drink,Beverages,Coca-Cola,Metro Distributors,2,45,11,79,58.83,20.17,Card,Regular,Priya,94
INV00464,2025-05-31,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,1,220,39,181,137.5,43.5,Card,Regular,Ravi,105
INV00465,2025-02-17,Biscuits,Snacks,Parle,Fresh Foods,5,30,11,139,110.16,28.84,Card,Regular,Priya,148
INV00466,2025-10-04,Sugar 1kg,Grocery,Madhur,Metro Distributors,5,55,0,275,211.11,63.89,UPI,New,Ravi,78
INV00467,2025-11-14,Shampoo,Personal Care,Clinic Plus,ABC Suppliers,3,220,21,639,451.97,187.03,Card,Regular,Priya,139
INV00468,2025-02-07,Soft Drink,Beverages,Coca-Cola,ABC Suppliers,2,45,11,79,52.74,26.26,Card,New,Ravi,54
INV00469,2025-10-01,Shampoo,Personal Care,Clinic Plus,XYZ Traders,5,220,39,1061,718.2,342.8,UPI,Regular,Ravi,31
INV00470,2025-09-26,Cooking Oil,Grocery,Fortune,Metro Distributors,3,180,20,520,395.2,124.8,Cash,Regular,Priya,59
INV00471,2025-10-09,Toothpaste,Personal Care,Colgate,Metro Distributors,2,110,28,192,131.31,60.69,UPI,Regular,Priya,85
INV00472,2025-11-19,Bread,Bakery,Britannia,Metro Distributors,2,45,2,88,68.74,19.26,Card,Regular,Priya,136
INV00473,2025-04-08,Biscuits,Snacks,Parle,ABC Suppliers,1,30,13,17,13.17,3.83,Cash,Regular,Priya,112
INV00474,2025-03-07,Soft Drink,Beverages,Coca-Cola,Metro Distributors,1,45,12,33,22.09,10.91,Cash,New,Anil,12
INV00475,2025-08-25,Bread,Bakery,Britannia,ABC Suppliers,3,45,13,122,85.71,36.29,Cash,New,Sneha,27
INV00476,2025-09-17,Biscuits,Snacks,Parle,ABC Suppliers,2,30,38,22,16.91,5.09,UPI,New,Sneha,9
INV00477,2025-09-12,Soft Drink,Beverages,Coca-Cola,Fresh Foods,1,45,16,29,21.24,7.76,UPI,New,Ravi,99
INV00478,2025-05-08,Sugar 1kg,Grocery,Madhur,ABC Suppliers,1,55,15,40,26.07,13.93,UPI,New,Priya,62
INV00479,2025-10-25,Shampoo,Personal Care,Clinic Plus,Fresh Foods,4,220,6,874,623.06,250.94,Cash,Regular,Ravi,22
INV00480,2025-02-18,Rice 5kg,Grocery,India Gate,XYZ Traders,5,450,27,2223,1725.45,497.55,Cash,Regular,Sneha,14
INV00481,2025-01-18,Soft Drink,Beverages,Coca-Cola,Fresh Foods,2,45,39,51,40.48,10.52,Card,New,Sneha,149
INV00482,2025-02-02,Biscuits,Snacks,Parle,ABC Suppliers,3,30,2,88,60.85,27.15,UPI,Regular,Sneha,45
INV00483,2025-10-06,Bread,Bakery,Britannia,Metro Distributors,3,45,29,106,79.19,26.81,Cash,Regular,Ravi,108
INV00484,2025-09-05,Biscuits,Snacks,Parle,ABC Suppliers,5,30,37,113,86.27,26.73,Cash,New,Ravi,127
INV00485,2025-05-25,Soft Drink,Beverages,Coca-Cola,ABC Suppliers,1,45,14,31,21.19,9.81,UPI,New,Priya,93
INV00486,2025-04-28,Shampoo,Personal Care,Clinic Plus,Metro Distributors,4,220,19,861,573.98,287.02,Cash,New,Priya,23
INV00487,2025-12-07,Toothpaste,Personal Care,Colgate,Metro Distributors,5,110,14,536,414.47,121.53,Cash,New,Anil,28
INV00488,2025-03-22,Toothpaste,Personal Care,Colgate,Fresh Foods,1,110,8,102,74.06,27.94,Card,Regular,Priya,66
INV00489,2025-03-02,Rice 5kg,Grocery,India Gate,XYZ Traders,3,450,32,1318,891.68,426.32,Cash,New,Sneha,64
INV00490,2025-06-02,Sugar 1kg,Grocery,Madhur,Metro Distributors,1,55,5,50,34.87,15.13,Cash,New,Ravi,77
INV00491,2025-08-08,Soft Drink,Beverages,Coca-Cola,XYZ Traders,5,45,14,211,153.72,57.28,Cash,New,Sneha,76
INV00492,2025-12-23,Sugar 1kg,Grocery,Madhur,Metro Distributors,2,55,31,79,57.18,21.82,Cash,New,Sneha,51
INV00493,2025-12-17,Shampoo,Personal Care,Clinic Plus,XYZ Traders,3,220,13,647,429.4,217.6,Cash,New,Sneha,50
INV00494,2025-03-28,Bread,Bakery,Britannia,Fresh Foods,1,45,2,43,33.65,9.35,UPI,New,Anil,41
INV00495,2025-02-19,Soap,Personal Care,Lux,Metro Distributors,3,40,39,81,63.06,17.94,UPI,New,Sneha,128
INV00496,2025-05-11,Milk 1L,Dairy,Amul,XYZ Traders,3,65,27,168,112.1,55.9,Card,New,Ravi,63
INV00497,2025-09-11,Rice 5kg,Grocery,India Gate,XYZ Traders,4,450,37,1763,1183.9,579.1,Card,Regular,Anil,78
INV00498,2025-11-11,Milk 1L,Dairy,Amul,Metro Distributors,1,65,8,57,37.28,19.72,Card,New,Anil,142
INV00499,2025-03-29,Sugar 1kg,Grocery,Madhur,Metro Distributors,4,55,13,207,146.26,60.74,UPI,Regular,Ravi,112
INV00500,2025-09-30,Sugar 1kg,Grocery,Madhur,Fresh Foods,4,55,9,211,162.9,48.1,Card,New,Anil,86
